Actuated Double Pendulum 2020-06-19 11:32:41 Coord: Cartesian. Integration: Monolithic. Time-step = 5e-05
t, kappa, pos_1, pos_2, pos_3, pos_4, pos_5, pos_6, pos_7, vel_1, vel_2, vel_3, vel_4, vel_5, vel_6, vel_7, acc_1, acc_2, acc_3, acc_4, acc_5, acc_6, acc_7, p_1, p_2, pd_1, pd_2, lambda_1, lambda_2, lambda_3, lambda_4, lambda_5, F, violC
4.69,0.44434559,0.39835369,0.30218262,0.79670738,0.60436525,0.79427827,0.10437115,0.55680443,-0.017409702,0.022950423,-0.034819404,0.045900846,-0.022330653,0.045840172,0.027078169,-0.0035450904,0.0019272855,-0.0070901712,0.0038545783,0.047678471,0.0039004482,0.0041970268,3066121.3,4633879.3,6319.9153,-6319.7852,-7894.8046,-2.523981,-3435.1116,981.40185,-6719.2444,7482.6101,4.9492947e-15
4.7,0.44434559,0.39817941,0.30241223,0.79635883,0.60482445,0.79405731,0.10482975,0.55707542,-0.017445135,0.02296962,-0.034890271,0.045939239,-0.021866301,0.045879289,0.027120081,-0.0035415912,0.0019121361,-0.0070831817,0.0038242726,0.04517436,0.0039229852,0.0041854475,3066184.5,4633816.2,6302.5362,-6302.3933,-7891.4517,-2.2757352,-3435.1044,981.40296,-6711.4775,7477.5984,5.0123988e-15
4.71,0.44434559,0.39800479,0.30264202,0.79600957,0.60528403,0.79384086,0.10528874,0.55734683,-0.017480535,0.022988668,-0.034961071,0.045977335,-0.021427508,0.045918634,0.02716188,-0.0035385047,0.0018976148,-0.0070770062,0.0037952322,0.04256773,0.0039462255,0.0041745485,3066247.4,4633753.3,6286.0012,-6285.8371,-7888.0931,-2.0171642,-3435.0974,981.40415,-6703.7254,7472.6002,4.960722e-15
4.72,0.44434559,0.3978298,0.302872,0.79565961,0.605744,0.79362867,0.10574812,0.55761866,-0.017515906,0.023007572,-0.035031811,0.046015144,-0.021015273,0.04595821,0.027203572,-0.0035356902,0.0018834092,-0.007071393,0.0037668089,0.039863349,0.0039690981,0.004164042,3066310.2,4633690.5,6270.2909,-6270.1068,-7884.7289,-1.7483792,-3435.0906,981.40529,-6695.9873,7467.6149,5.0955488e-15
4.73,0.44434559,0.39765447,0.30310217,0.79530894,0.60620434,0.79342046,0.1062079,0.5578909,-0.017551249,0.023026337,-0.035102499,0.046052675,-0.020630546,0.045998014,0.027245162,-0.0035332071,0.0018698625,-0.0070663964,0.0037397385,0.037067175,0.0039919345,0.0041541645,3066372.8,4633627.9,6255.2917,-6255.1276,-7881.3608,-1.4704904,-3435.0844,981.40642,-6688.2627,7462.6418,4.9642149e-15
4.74,0.44434559,0.39747878,0.30333252,0.79495756,0.60666505,0.79321596,0.10666808,0.55816356,-0.017586571,0.023044969,-0.035173141,0.046089938,-0.020274219,0.046038042,0.027286656,-0.0035310811,0.0018567055,-0.0070621403,0.0037134276,0.034184218,0.0040137256,0.0041447918,3066435.3,4633565.4,6241.2925,-6241.1357,-7877.9878,-1.1834977,-3435.0783,981.40754,-6680.551,7457.6801,5.0123219e-15
4.75,0.44434559,0.39730274,0.30356307,0.79460547,0.60712613,0.79301488,0.10712866,0.55843663,-0.017621873,0.023063473,-0.035243747,0.046126945,-0.019947131,0.046078284,0.02732806,-0.0035293896,0.0018441094,-0.0070587621,0.0036882318,0.031220436,0.0040344413,0.004136082,3066497.6,4633503.1,6228.2813,-6228.108,-7874.6116,-0.88817842,-3435.0725,981.40862,-6672.8513,7452.7292,5.0341759e-15
4.76,0.44434559,0.39712634,0.30379379,0.79425268,0.60758759,0.79281692,0.10758965,0.55871012,-0.017657161,0.023081853,-0.035314322,0.046163707,-0.019650061,0.046118726,0.027369381,-0.0035281538,0.0018321152,-0.0070562999,0.0036642364,0.028181314,0.0040537961,0.0041280754,3066559.9,4633440.8,6216.2148,-6216.0273,-7871.2324,-0.58486549,-3435.0667,981.40976,-6665.1631,7447.7883,5.1034798e-15
4.77,0.44434559,0.39694959,0.3040247,0.79389919,0.60804941,0.79262178,0.10805104,0.55898402,-0.017692438,0.023100117,-0.035384877,0.046200234,-0.019383733,0.046159354,0.027410625,-0.0035273016,0.0018206678,-0.0070545993,0.0036413385,0.02507329,0.0040713363,0.0041206818,3066622,4633378.7,6205.083,-6204.8888,-7867.8511,-0.27466918,-3435.0613,981.41059,-6657.486,7442.8565,5.0749459e-15
4.78,0.44434559,0.39677249,0.3042558,0.79354499,0.60851159,0.79242914,0.10851284,0.55925833,-0.017727709,0.023118269,-0.035455419,0.046236539,-0.019148807,0.046200148,0.027451798,-0.0035268849,0.0018098775,-0.0070537533,0.0036197678,0.021902085,0.0040869653,0.004114005,3066684,4633316.7,6195.0807,-6194.8447,-7864.4683,0.042188475,-3435.056,981.41134,-6649.8188,7437.9332,5.0285873e-15
4.79,0.44434559,0.39659504,0.30448707,0.79319008,0.60897414,0.7922387,0.10897504,0.55953306,-0.017762978,0.023136316,-0.035525957,0.046272633,-0.018945882,0.046241085,0.027492908,-0.0035269511,0.0017996357,-0.0070538967,0.0035992756,0.018673897,0.0041001234,0.0041080259,3066745.9,4633254.8,6185.9319,-6185.7213,-7861.0845,0.36504133,-3435.0508,981.41209,-6642.1612,7433.0175,5.0976649e-15
4.8,0.44434559,0.39641723,0.30471852,0.79283447,0.60943704,0.79205012,0.10943766,0.55980819,-0.01779825,0.023154264,-0.0355965,0.046308527,-0.018775496,0.04628214,0.02753396,-0.0035274515,0.0017899337,-0.007054918,0.0035798558,0.015395403,0.0041105297,0.0041026992,3066807.7,4633193,6177.9202,-6177.6929,-7857.7007,0.69322326,-3435.0458,981.4125,-6634.5122,7428.1086,5.1472938e-15
4.81,0.44434559,0.39623907,0.30495015,0.79247815,0.60990031,0.79186308,0.10990069,0.56008374,-0.017833528,0.023172117,-0.035667057,0.046344235,-0.018638121,0.046323287,0.027574964,-0.0035283562,0.0017809165,-0.0070567126,0.0035618329,0.012072802,0.0041182713,0.0040980791,3066869.4,4633131.3,6171.0119,-6170.7585,-7854.3175,1.0260681,-3435.0408,981.41275,-6626.8712,7423.2056,5.1061208e-15
4.82,0.44434559,0.39606056,0.30518196,0.79212112,0.61036393,0.79167724,0.11036412,0.56035969,-0.017868818,0.023189884,-0.035737637,0.046379767,-0.018534165,0.046364495,0.027615924,-0.0035297133,0.0017724744,-0.0070594169,0.0035449563,0.0087127686,0.0041228755,0.0040941462,3066931.1,4633069.6,6165.0331,-6164.8,-7850.9358,1.3629098,-3435.0359,981.41292,-6619.2375,7418.3078,5.0515148e-15
4.83,0.44434559,0.3958817,0.30541395,0.7917634,0.6108279,0.79149228,0.11082798,0.56063605,-0.017904125,0.023207569,-0.035808249,0.046415137,-0.018463971,0.046405733,0.027656849,-0.0035315724,0.0017646058,-0.0070631454,0.0035292112,0.0053215027,0.004124144,0.0040909417,3066992.7,4633008,6160.337,-6160.0572,-7847.5558,1.7031931,-3435.031,981.41284,-6611.6102,7413.4141,5.1148639e-15
4.84,0.44434559,0.39570248,0.30564611,0.79140496,0.61129223,0.79130785,0.11129224,0.56091283,-0.017939452,0.023225178,-0.035878903,0.046450357,-0.018427815,0.046446967,0.027697746,-0.0035338922,0.0017574292,-0.0070677731,0.0035148671,0.0019061565,0.0041222076,0.0040884956,3067054.3,4632946.4,6156.6075,-6156.3296,-7844.1789,2.046141,-3435.0262,981.41256,-6603.9887,7408.5239,5.0417451e-15
4.85,0.44434559,0.39552291,0.30587845,0.79104582,0.61175691,0.79112361,0.11175691,0.56119001,-0.017974804,0.023242719,-0.035949609,0.046485438,-0.018425907,0.046488164,0.027738622,-0.0035366819,0.0017508531,-0.0070733424,0.0035017227,-0.0015268326,0.0041167498,0.0040867661,3067115.9,4632884.8,6154.0312,-6153.7366,-7840.8056,2.3911984,-3435.0217,981.41189,-6596.3721,7403.6361,5.0347115e-15
4.86,0.44434559,0.39534298,0.30611097,0.79068597,0.61222194,0.79093922,0.112222,0.5614676,-0.018010188,0.023260197,-0.036020375,0.046520393,-0.01845839,0.046529288,0.027779484,-0.0035400205,0.0017448356,-0.0070800451,0.003489668,-0.0049707891,0.004107582,0.004085797,3067177.4,4632823.3,6152.5425,-6152.2317,-7837.4364,2.73781,-3435.0169,981.41103,-6588.7596,7398.75,5.1305038e-15
4.87,0.44434559,0.3951627,0.30634366,0.79032541,0.61268732,0.79075433,0.1126875,0.5617456,-0.018045606,0.023277618,-0.036091212,0.046555235,-0.018525337,0.046570304,0.02782034,-0.0035437163,0.001739486,-0.007087411,0.0034789889,-0.0084187984,0.0040949714,0.0040854871,3067238.9,4632761.8,6152.1223,-6151.8136,-7834.0728,3.0848657,-3435.0122,981.41012,-6581.1504,7393.8646,5.0015516e-15
4.88,0.44434559,0.39498207,0.30657652,0.78996414,0.61315304,0.79056859,0.11315341,0.56202401,-0.018081065,0.023294988,-0.03616213,0.046589976,-0.018626758,0.046611175,0.027861197,-0.0035480714,0.0017347158,-0.0070961585,0.0034694193,-0.011864424,0.0040786317,0.0040860418,3067300.5,4632700.3,6152.836,-6152.5154,-7830.7145,3.4322545,-3435.0075,981.40884,-6573.5441,7388.9792,5.0989493e-15
4.89,0.44434559,0.39480108,0.30680956,0.78960217,0.61361912,0.79038168,0.11361972,0.56230282,-0.018116568,0.023312314,-0.036233137,0.046624628,-0.018762592,0.046651865,0.027902062,-0.0035528181,0.0017305734,-0.0071056567,0.0034611309,-0.015300274,0.0040587935,0.0040872634,3067362,4632638.7,6154.7034,-6154.3399,-7827.3633,3.7788661,-3435.0028,981.40734,-6565.9395,7384.0926,5.0661339e-15
4.9,0.44434559,0.39461974,0.30704277,0.78923948,0.61408553,0.79019323,0.11408644,0.56258205,-0.018152121,0.023329602,-0.036304243,0.046659203,-0.018932711,0.046692339,0.027942943,-0.0035579486,0.0017270386,-0.0071158912,0.0034540819,-0.018720388,0.0040354911,0.0040891344,3067423.6,4632577.2,6157.6122,-6157.2558,-7824.0199,4.1241455,-3434.9984,981.40562,-6558.3361,7379.2043,5.0430437e-15
4.91,0.44434559,0.39443804,0.30727615,0.78887608,0.6145523,0.79000291,0.11455357,0.56286168,-0.018187729,0.023346857,-0.036375458,0.046693713,-0.019136921,0.046732563,0.027983847,-0.0035637691,0.0017240315,-0.0071275879,0.0034480242,-0.022117377,0.0040085715,0.0040918681,3067485.1,4632515.6,6161.737,-6161.305,-7820.684,4.4675375,-3434.9937,981.40357,-6550.733,7374.3131,5.1625371e-15
4.92,0.44434559,0.39425599,0.3075097,0.78851197,0.61501941,0.78981038,0.11502109,0.56314173,-0.018223396,0.023364085,-0.036446792,0.046728171,-0.019374962,0.046772503,0.028024782,-0.0035697244,0.00172172,-0.0071394228,0.0034434603,-0.025485277,0.003978725,0.0040950911,3067546.8,4632454,6166.7411,-6166.3294,-7817.3584,4.8080429,-3434.9895,981.40137,-6543.1293,7369.4184,4.943688e-15
4.93,0.44434559,0.39407357,0.30774343,0.78814715,0.61548686,0.7896153,0.11548902,0.56342218,-0.018259127,0.023381293,-0.036518254,0.046762587,-0.019646505,0.046812128,0.028065753,-0.003576434,0.0017199632,-0.0071528602,0.0034399326,-0.028816938,0.003945641,0.0040992459,3067608.5,4632392.3,6173.0128,-6172.5388,-7814.042,5.1454396,-3434.9849,981.39907,-6535.5247,7364.5192,5.016086e-15
4.94,0.44434559,0.3938908,0.30797733,0.7877816,0.61595466,0.78941734,0.11595734,0.56370304,-0.018294927,0.023398487,-0.036589854,0.046796973,-0.019951157,0.046851406,0.028106769,-0.0035835262,0.0017187965,-0.007167032,0.0034376089,-0.032106161,0.003909726,0.0041040404,3067670.3,4632330.5,6180.0412,-6179.6285,-7810.7364,5.4788396,-3434.9806,981.39643,-6527.9183,7359.6147,4.9379969e-15
4.95,0.44434559,0.39370767,0.3082114,0.78741535,0.6164228,0.78921617,0.11642604,0.56398431,-0.0183308,0.02341567,-0.0366616,0.046831341,-0.020288462,0.046890311,0.028147837,-0.0035911135,0.0017181443,-0.0071822156,0.0034362975,-0.035346269,0.0038710322,0.0041095281,3067732.1,4632268.7,6188.3572,-6187.9052,-7807.4422,5.8076877,-3434.9764,981.39371,-6520.309,7354.7041,4.9104626e-15
4.96,0.44434559,0.39352419,0.30844564,0.78704837,0.61689129,0.78901146,0.11689514,0.564266,-0.018366751,0.023432851,-0.036733502,0.046865701,-0.020657897,0.046928818,0.028188962,-0.0035991415,0.0017179889,-0.0071982884,0.0034359736,-0.038531065,0.0038298155,0.0041156536,3067794,4632206.7,6197.6084,-6197.1674,-7804.1601,6.1313177,-3434.972,981.39077,-6512.6966,7349.7865,4.9155587e-15
4.97,0.44434559,0.39334034,0.30868006,0.78668068,0.61736012,0.7888029,0.11736462,0.56454809,-0.018402784,0.023450033,-0.036805569,0.046900066,-0.021058879,0.046966902,0.028230153,-0.003607584,0.001718484,-0.0072151524,0.0034369803,-0.041654586,0.0037867355,0.0041224793,3067856,4632144.7,6207.8816,-6207.4185,-7800.8912,6.4489525,-3434.968,981.38777,-6505.0801,7344.8611,4.8448389e-15
4.98,0.44434559,0.39315613,0.30891464,0.78631226,0.61782929,0.78859018,0.11783448,0.5648306,-0.018438905,0.023467222,-0.03687781,0.046934444,-0.021490762,0.047004546,0.028271415,-0.0036165913,0.0017194204,-0.0072332039,0.003438824,-0.04471016,0.0037416163,0.0041300168,3067918.2,4632082.6,6219.2698,-6218.7601,-7797.6358,6.760259,-3434.9641,981.38455,-6497.4589,7339.9272,4.8781164e-15
4.99,0.44434559,0.39297156,0.3091494,0.78594312,0.6182988,0.78837299,0.11830471,0.56511352,-0.018475117,0.023484423,-0.036950233,0.046968847,-0.02195284,0.047041731,0.028312755,-0.0036259305,0.0017209265,-0.0072518736,0.0034418432,-0.047692538,0.0036951669,0.0041381416,3067980.4,4632020.3,6231.4388,-6230.9339,-7794.3953,7.0644601,-3434.9604,981.38125,-6489.8324,7334.9839,4.8701347e-15
5,0.44434559,0.39278663,0.30938433,0.78557325,0.61876867,0.78815102,0.11877531,0.56539686,-0.018511424,0.023501642,-0.037022848,0.047003284,-0.022444348,0.047078445,0.028354179,-0.003635656,0.0017229052,-0.0072713097,0.0034458121,-0.050595284,0.0036475332,0.0041468462,3068042.8,4631958,6244.6581,-6244.1321,-7791.1699,7.3608897,-3434.9569,981.378,-6482.1996,7330.0306,4.83935e-15
5.01,0.44434559,0.39260133,0.30961944,0.78520266,0.61923887,0.787924,0.11924628,0.56568061,-0.018547831,0.023518883,-0.037095663,0.047037766,-0.022964463,0.047114679,0.028395694,-0.0036458325,0.0017253883,-0.0072916532,0.003450786,-0.053413153,0.0035991591,0.0041562024,3068105.3,4631895.5,6258.7107,-6258.1834,-7787.9605,7.6491036,-3434.9537,981.37464,-6474.5603,7325.0664,4.7668535e-15
5.02,0.44434559,0.39241567,0.30985471,0.78483134,0.61970942,0.78769164,0.1197176,0.56596477,-0.018584343,0.023536151,-0.037168685,0.047072302,-0.023512308,0.047150426,0.028437305,-0.0036564794,0.0017283075,-0.0073129645,0.0034566103,-0.056140423,0.0035502936,0.0041661892,3068168,4631832.8,6273.6538,-6273.1197,-7784.7676,7.9285467,-3434.9506,981.37129,-6466.9138,7320.0908,4.7393001e-15
5.03,0.44434559,0.39222964,0.31009016,0.78445929,0.62018032,0.78745367,0.12018928,0.56624935,-0.018620962,0.02355345,-0.037241923,0.047106901,-0.02408695,0.047185684,0.028479019,-0.003667403,0.0017316648,-0.0073347956,0.0034633379,-0.058771848,0.0035014154,0.0041766457,3068230.8,4631770,6289.5129,-6288.9777,-7781.592,8.198664,-3434.9477,981.36801,-6459.2593,7315.1028,4.7178764e-15
5.04,0.44434559,0.39204325,0.31032578,0.7840865,0.62065156,0.78720982,0.12066131,0.56653435,-0.018657692,0.023570786,-0.037315385,0.047141571,-0.024687407,0.047220455,0.02852084,-0.0036788471,0.0017354549,-0.0073577093,0.0034708977,-0.061302185,0.0034528674,0.0041877731,3068293.8,4631707,6306.2572,-6305.6783,-7778.4341,8.4589002,-3434.9453,981.36468,-6451.5964,7310.102,4.7457976e-15
5.05,0.44434559,0.39185649,0.31056157,0.78371298,0.62112315,0.78695984,0.12113369,0.56681977,-0.018694539,0.023588161,-0.037389078,0.047176322,-0.025312642,0.047254744,0.028562775,-0.003690564,0.0017396689,-0.0073811357,0.0034793316,-0.063726901,0.0034051282,0.0041993596,3068356.9,4631643.9,6323.7615,-6323.1494,-7775.2951,8.7089225,-3434.9432,981.36149,-6443.9245,7305.0876,4.6880638e-15
5.06,0.44434559,0.39166936,0.31079754,0.78333872,0.62159509,0.78670349,0.12160641,0.56710561,-0.018731504,0.02360558,-0.037463009,0.04721116,-0.025961574,0.047288561,0.028604828,-0.0037025765,0.0017442488,-0.0074051412,0.0034885071,-0.066040753,0.0033584942,0.0042113924,3068420.3,4631580.6,6341.9819,-6341.3726,-7772.1753,8.9478425,-3434.9415,981.35827,-6436.2431,7300.059,4.5587635e-15
5.07,0.44434559,0.39148186,0.31103369,0.78296372,0.62206737,0.78644053,0.12207946,0.56739187,-0.018768593,0.023623047,-0.037537185,0.047246095,-0.026633075,0.04732192,0.028647006,-0.0037150543,0.0017492396,-0.007430105,0.0034984819,-0.068239687,0.0033134422,0.0042240383,3068483.8,4631517,6361.0046,-6360.3795,-7769.0751,9.1756602,-3434.9401,981.35535,-6428.5515,7295.0157,4.5953712e-15
5.08,0.44434559,0.39129399,0.31127,0.78258797,0.62254001,0.78617075,0.12255284,0.56767855,-0.018805807,0.023640566,-0.037611614,0.047281132,-0.027325972,0.047354837,0.028689311,-0.0037278272,0.001754589,-0.0074556471,0.0035091838,-0.070319413,0.0032703252,0.0042371264,3068547.5,4631453.3,6380.6482,-6380.0402,-7765.9953,9.3917096,-3434.9392,981.3525,-6420.8494,7289.957,4.4967459e-15
5.09,0.44434559,0.39110574,0.3115065,0.78221149,0.62301299,0.78589394,0.12302656,0.56796565,-0.01884315,0.02365814,-0.037686301,0.04731628,-0.028039051,0.047387333,0.02873175,-0.0037409492,0.0017602001,-0.0074819148,0.003520387,-0.072275638,0.0032293246,0.0042506489,3068611.4,4631389.4,6401.0656,-6400.4264,-7762.9359,9.5956576,-3434.9386,981.3498,-6413.1364,7284.8824,4.5600307e-15
5.1,0.44434559,0.39091712,0.31174317,0.78183425,0.62348633,0.78560991,0.12350059,0.56825318,-0.018880626,0.023675772,-0.037761253,0.047351544,-0.02877106,0.047419434,0.028774326,-0.0037543069,0.0017662489,-0.0075086033,0.0035325063,-0.074104785,0.0031912659,0.0042646074,3068675.5,4631325.3,6422.1479,-6421.4643,-7759.8984,9.7870601,-3434.9387,981.34731,-6405.4118,7279.7913,4.4714051e-15
5.11,0.44434559,0.39072813,0.31198001,0.78145626,0.62396003,0.78531846,0.12397494,0.56854114,-0.018918238,0.023693466,-0.037836476,0.047386931,-0.029520709,0.047451168,0.028817043,-0.0037680423,0.0017725108,-0.007536094,0.003545014,-0.075803041,0.0031559911,0.0042789977,3068739.8,4631261,6443.7065,-6443.0627,-7756.8822,9.9656949,-3434.9391,981.34511,-6397.6754,7274.6833,4.4662335e-15
5.12,0.44434559,0.39053876,0.31221704,0.78107752,0.62443407,0.78501944,0.12444961,0.56882952,-0.018955988,0.023711223,-0.037911975,0.047422446,-0.030286675,0.047482565,0.028859906,-0.0037819511,0.0017790736,-0.0075638943,0.0035581536,-0.077367543,0.0031241182,0.0042936972,3068804.4,4631196.5,6465.868,-6465.2211,-7753.8885,10.130896,-3434.9401,981.34317,-6389.9267,7269.558,4.3682197e-15
5.13,0.44434559,0.39034901,0.31245424,0.78069802,0.62490848,0.78471268,0.12492459,0.56911834,-0.018993878,0.023729048,-0.037987756,0.047458095,-0.031067604,0.047513661,0.028902918,-0.0037961971,0.001785863,-0.007592399,0.003571722,-0.078795196,0.0030957783,0.0043088019,3068869.2,4631131.7,6488.5678,-6487.9308,-7750.917,10.282664,-3434.9416,981.34137,-6382.1654,7264.4147,4.3557687e-15
5.14,0.44434559,0.39015888,0.31269162,0.78031776,0.62538324,0.78439804,0.12539988,0.56940758,-0.019031912,0.023746941,-0.038063824,0.047493882,-0.031862111,0.047544493,0.028946083,-0.0038106455,0.0017929063,-0.0076212906,0.0035858129,-0.080082893,0.0030713959,0.0043242145,3068934.2,4631066.7,6511.7757,-6511.1438,-7747.9686,10.420553,-3434.9435,981.34003,-6374.3912,7259.2533,4.3327156e-15
5.15,0.44434559,0.38996837,0.31292918,0.77993674,0.62585835,0.7840754,0.12587548,0.56969726,-0.019070091,0.023764906,-0.038140183,0.047529812,-0.032668787,0.047575102,0.028989403,-0.0038252977,0.001800099,-0.0076505974,0.0036001964,-0.081228493,0.0030510267,0.0043398787,3068999.4,4631001.5,6535.6698,-6534.9317,-7745.0434,10.544454,-3434.9461,981.33901,-6366.6035,7254.0732,4.2334305e-15
5.16,0.44434559,0.38977748,0.31316692,0.77955496,0.62633383,0.78374463,0.12635139,0.56998737,-0.019108419,0.023782944,-0.038216838,0.047565889,-0.033486199,0.04760553,0.029032882,-0.0038402579,0.0018075561,-0.0076805308,0.0036151003,-0.082229615,0.0030351651,0.0043559448,3069064.9,4630936,6559.7369,-6559.0175,-7742.1415,10.654033,-3434.9492,981.33812,-6358.8025,7248.8742,4.2901897e-15
5.17,0.44434559,0.3895862,0.31340484,0.7791724,0.62680967,0.78340564,0.12682759,0.57027792,-0.019146896,0.023801058,-0.038293793,0.047602116,-0.034312894,0.047635821,0.029076522,-0.003855326,0.0018151657,-0.0077106567,0.0036303275,-0.083084821,0.0030238485,0.004372184,3069130.6,4630870.3,6584.1909,-6583.4826,-7739.2636,10.749179,-3434.9528,981.33784,-6350.9874,7243.6559,4.2298805e-15
5.18,0.44434559,0.38939454,0.31364294,0.77878908,0.62728587,0.78305835,0.1273041,0.5705689,-0.019185526,0.023819248,-0.038371051,0.047638496,-0.035147401,0.047666022,0.029120326,-0.0038706311,0.0018228867,-0.0077412826,0.003645757,-0.083791734,0.0030171558,0.0043886818,3069196.6,4630804.3,6609.0414,-6608.3251,-7736.4094,10.829559,-3434.9571,981.33767,-6343.1586,7238.418,4.2323385e-15
5.19,0.44434559,0.38920249,0.31388122,0.77840498,0.62776244,0.78270267,0.12778091,0.57086033,-0.019224308,0.023837516,-0.038448617,0.047675032,-0.035988234,0.047696181,0.029164296,-0.0038860137,0.001830693,-0.0077720468,0.0036613705,-0.084349633,0.0030152368,0.0044052906,3069262.8,4630738.1,6634.124,-6633.4167,-7733.5792,10.895174,-3434.9618,981.3379,-6335.3153,7233.1603,4.0724155e-15
5.2,0.44434559,0.38901005,0.31411969,0.77802011,0.62823938,0.78233857,0.12825803,0.57115219,-0.019263246,0.023855864,-0.038526492,0.047711727,-0.036833895,0.047726347,0.029208433,-0.0039015957,0.0018387376,-0.0078031925,0.0036774744,-0.084757567,0.0030185308,0.0044221962,3069329.2,4630671.7,6659.534,-6658.8239,-7730.7737,10.9458,-3434.9673,981.33865,-6327.4575,7227.8825,4.1019135e-15
5.21,0.44434559,0.38881723,0.31435834,0.77763445,0.62871668,0.78196599,0.12873544,0.57144449,-0.01930234,0.023874291,-0.038604681,0.047748582,-0.037682879,0.047756568,0.02925274,-0.0039172759,0.0018468044,-0.0078345393,0.003693619,-0.085014105,0.0030266841,0.0044391955,3069396,4630605,6685.2143,-6684.4747,-7727.9922,10.981327,-3434.9732,981.33967,-6319.5853,7222.5845,4.0352636e-15
5.22,0.44434559,0.38862401,0.31459717,0.77724801,0.62919435,0.7815849,0.12921316,0.57173724,-0.019341592,0.023892799,-0.038683184,0.047785598,-0.038533673,0.047786895,0.029297217,-0.0039331343,0.0018548531,-0.0078662809,0.0037096962,-0.085119249,0.0030396375,0.0044563328,3069462.9,4630538,6711.006,-6710.2744,-7725.2348,11.001977,-3434.9795,981.34106,-6311.6984,7217.266,4.0626616e-15
5.23,0.44434559,0.38843039,0.3148362,0.77686079,0.62967239,0.78119531,0.12969118,0.57203044,-0.019381003,0.023911388,-0.038762005,0.047822776,-0.039384761,0.047817377,0.029341866,-0.0039489485,0.0018629364,-0.0078978923,0.0037258765,-0.085072994,0.0030575933,0.0044734517,3069530.2,4630470.7,6737.0125,-6736.2536,-7722.5019,11.007306,-3434.9865,981.34284,-6303.7966,7211.9271,3.981063e-15
5.24,0.44434559,0.38823639,0.3150754,0.77647277,0.6301508,0.78079721,0.13016951,0.57232408,-0.019420572,0.023930058,-0.038841145,0.047860117,-0.040234629,0.047848064,0.029386688,-0.0039650041,0.0018711331,-0.0079300117,0.0037422633,-0.084875345,0.0030806307,0.0044908338,3069597.7,4630403.3,6763.0445,-6762.2718,-7719.7933,10.997758,-3434.9939,981.34497,-6295.88,7206.5675,3.9346404e-15
5.25,0.44434559,0.38804198,0.3153148,0.77608396,0.63062959,0.78039063,0.13064814,0.57261817,-0.019460302,0.02394881,-0.038920604,0.04789762,-0.041081765,0.047879005,0.029431682,-0.0039809655,0.0018792578,-0.0079619117,0.0037585313,-0.084526539,0.0031083763,0.004508097,3069665.4,4630335.5,6789.172,-6788.3878,-7717.109,10.972889,-3435.0018,981.34744,-6287.9485,7201.1872,3.8011968e-15
5.26,0.44434559,0.38784718,0.31555438,0.77569436,0.63110876,0.77997559,0.13112709,0.57291272,-0.019500192,0.023967643,-0.039000385,0.047935285,-0.041924662,0.047910245,0.029476849,-0.0039971188,0.0018872859,-0.0079942565,0.0037745564,-0.08402777,0.0031405986,0.0045254664,3069733.5,4630267.5,6815.1583,-6814.4344,-7714.4482,10.933365,-3435.0101,981.35016,-6280.0022,7195.7862,3.8723753e-15
5.27,0.44434559,0.38765198,0.31579415,0.77530395,0.6315883,0.77955215,0.13160635,0.57320771,-0.019540243,0.023986556,-0.039080486,0.047973111,-0.042761823,0.047941832,0.02952219,-0.0040131844,0.0018952561,-0.0080263938,0.0037904919,-0.083379747,0.0031773389,0.00454273,3069801.7,4630199.2,6841.2595,-6840.5169,-7711.8116,10.878742,-3435.0189,981.3533,-6272.041,7190.3645,3.8849875e-15
5.28,0.44434559,0.38745637,0.31603411,0.77491275,0.63206822,0.77912038,0.13208592,0.57350316,-0.019580455,0.024005548,-0.03916091,0.048011097,-0.043591763,0.047973809,0.029567704,-0.004029199,0.001903245,-0.0080583887,0.0038064977,-0.082583667,0.0032185964,0.0045599604,3069870.3,4630130.7,6867.3938,-6866.6159,-7709.1989,10.809242,-3435.028,981.35674,-6264.0649,7184.9222,3.735884e-15
5.29,0.44434559,0.38726037,0.31627426,0.77452073,0.63254852,0.77868035,0.13256582,0.57379907,-0.019620828,0.02402462,-0.039241655,0.04804924,-0.044413011,0.048006217,0.02961339,-0.0040452299,0.0019110817,-0.0080904382,0.003822181,-0.081641436,0.0032637681,0.0045771197,3069939.1,4630061.9,6893.2378,-6892.4788,-7706.6096,10.725087,-3435.0375,981.36043,-6256.0743,7179.4592,3.5906748e-15
5.3,0.44434559,0.38706396,0.3165146,0.77412791,0.63302921,0.77823215,0.13304605,0.57409543,-0.019661361,0.024043769,-0.039322722,0.048087539,-0.045224113,0.048039096,0.029659247,-0.0040612822,0.0019187768,-0.0081225513,0.0038375642,-0.080555199,0.003312645,0.0045942179,3070008.2,4629992.8,6918.9844,-6918.2251,-7704.0432,10.626722,-3435.0472,981.3646,-6248.069,7173.9757,3.6329069e-15
5.31,0.44434559,0.38686714,0.31675514,0.77373428,0.63351027,0.7777759,0.13352661,0.57439225,-0.019702054,0.024062995,-0.039404108,0.04812599,-0.046023639,0.048072481,0.029705274,-0.0040773225,0.0019263634,-0.0081546434,0.003852728,-0.079326391,0.0033650556,0.0046112454,3070077.5,4629923.5,6944.5241,-6943.7768,-7701.4997,10.513923,-3435.0573,981.36876,-6240.0493,7168.4719,3.6027764e-15
